日期,城市,花粉等级,等级描述,颜色代码,城市ID,城市代码
2025-02-10,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-10,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-10,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-10,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-10,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-10,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-10,大连,暂无,,#C4A39F,101070201,dalian
2025-02-10,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-10,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-10,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-10,延安,暂无,,#C4A39F,101110300,yanan
2025-02-10,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-10,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-10,承德,暂无,,#C4A39F,101090402,chengde
2025-02-10,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-10,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-10,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-10,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-10,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-10,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-10,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-10,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-10,泊头,暂无,,#C4A39F,101090711,botou
2025-02-10,济南,暂无,,#C4A39F,101120101,jinan
2025-02-10,海口,暂无,,#C4A39F,101310101,haikou
2025-02-10,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-10,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-10,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-10,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-10,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-10,西宁,暂无,,#C4A39F,101150101,xining
2025-02-10,西安,暂无,,#C4A39F,101110101,xian
2025-02-10,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-10,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-10,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-10,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-10,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-10,长春,暂无,,#C4A39F,101060101,changchun
2025-02-10,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-11,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-11,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-11,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-11,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-11,保定,暂无,,#C4A39F,101090201,baoding
2025-02-11,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-11,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-11,包头,暂无,,#C4A39F,101080201,baotou
2025-02-11,北京,暂无,,#C4A39F,101010100,beijing
2025-02-11,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-11,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-11,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-11,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-11,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-11,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-11,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-11,大连,暂无,,#C4A39F,101070201,dalian
2025-02-11,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-11,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-11,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-11,延安,暂无,,#C4A39F,101110300,yanan
2025-02-11,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-11,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-11,承德,暂无,,#C4A39F,101090402,chengde
2025-02-11,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-11,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-11,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-11,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-11,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-11,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-11,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-11,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-11,泊头,暂无,,#C4A39F,101090711,botou
2025-02-11,济南,暂无,,#C4A39F,101120101,jinan
2025-02-11,海口,暂无,,#C4A39F,101310101,haikou
2025-02-11,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-11,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-11,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-11,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-11,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-11,西宁,暂无,,#C4A39F,101150101,xining
2025-02-11,西安,暂无,,#C4A39F,101110101,xian
2025-02-11,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-11,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-11,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-11,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-11,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-11,长春,暂无,,#C4A39F,101060101,changchun
2025-02-11,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-12,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-12,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-12,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-12,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-12,保定,暂无,,#C4A39F,101090201,baoding
2025-02-12,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-12,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-12,包头,暂无,,#C4A39F,101080201,baotou
2025-02-12,北京,暂无,,#C4A39F,101010100,beijing
2025-02-12,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-12,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-12,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-12,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-12,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-12,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-12,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-12,大连,暂无,,#C4A39F,101070201,dalian
2025-02-12,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-12,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-12,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-12,延安,暂无,,#C4A39F,101110300,yanan
2025-02-12,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-12,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-12,承德,暂无,,#C4A39F,101090402,chengde
2025-02-12,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-12,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-12,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-12,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-12,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-12,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-12,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-12,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-12,泊头,暂无,,#C4A39F,101090711,botou
2025-02-12,济南,暂无,,#C4A39F,101120101,jinan
2025-02-12,海口,暂无,,#C4A39F,101310101,haikou
2025-02-12,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-12,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-12,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-12,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-12,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-12,西宁,暂无,,#C4A39F,101150101,xining
2025-02-12,西安,暂无,,#C4A39F,101110101,xian
2025-02-12,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-12,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-12,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-12,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-12,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-12,长春,暂无,,#C4A39F,101060101,changchun
2025-02-12,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-13,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-13,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-13,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-13,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-13,保定,暂无,,#C4A39F,101090201,baoding
2025-02-13,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-13,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-13,包头,暂无,,#C4A39F,101080201,baotou
2025-02-13,北京,暂无,,#C4A39F,101010100,beijing
2025-02-13,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-13,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-13,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-13,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-13,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-13,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-13,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-13,大连,暂无,,#C4A39F,101070201,dalian
2025-02-13,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-13,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-13,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-13,延安,暂无,,#C4A39F,101110300,yanan
2025-02-13,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-13,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-13,承德,暂无,,#C4A39F,101090402,chengde
2025-02-13,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-13,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-13,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-13,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-13,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-13,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-13,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-13,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-13,泊头,暂无,,#C4A39F,101090711,botou
2025-02-13,济南,暂无,,#C4A39F,101120101,jinan
2025-02-13,海口,暂无,,#C4A39F,101310101,haikou
2025-02-13,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-13,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-13,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-13,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-13,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-13,西宁,暂无,,#C4A39F,101150101,xining
2025-02-13,西安,暂无,,#C4A39F,101110101,xian
2025-02-13,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-13,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-13,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-13,重庆,暂无,,#C4A39F,101040100,chongqing
2025-02-13,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-13,长春,暂无,,#C4A39F,101060101,changchun
2025-02-13,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-14,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-14,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-14,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-14,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-14,保定,暂无,,#C4A39F,101090201,baoding
2025-02-14,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-14,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-14,包头,暂无,,#C4A39F,101080201,baotou
2025-02-14,北京,暂无,,#C4A39F,101010100,beijing
2025-02-14,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-14,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-14,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-14,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-14,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-14,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-14,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-14,大连,暂无,,#C4A39F,101070201,dalian
2025-02-14,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-14,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-14,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-14,延安,暂无,,#C4A39F,101110300,yanan
2025-02-14,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-14,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-14,承德,暂无,,#C4A39F,101090402,chengde
2025-02-14,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-14,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-14,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-14,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-14,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-14,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-14,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-14,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-14,泊头,暂无,,#C4A39F,101090711,botou
2025-02-14,济南,暂无,,#C4A39F,101120101,jinan
2025-02-14,海口,暂无,,#C4A39F,101310101,haikou
2025-02-14,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-14,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-14,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-14,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-14,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-14,西宁,暂无,,#C4A39F,101150101,xining
2025-02-14,西安,暂无,,#C4A39F,101110101,xian
2025-02-14,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-14,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-14,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-14,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-14,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-14,长春,暂无,,#C4A39F,101060101,changchun
2025-02-14,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-15,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-15,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-15,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-15,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-15,保定,暂无,,#C4A39F,101090201,baoding
2025-02-15,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-15,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-15,包头,暂无,,#C4A39F,101080201,baotou
2025-02-15,北京,暂无,,#C4A39F,101010100,beijing
2025-02-15,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-15,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-15,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-15,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-15,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-15,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-15,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-15,大连,暂无,,#C4A39F,101070201,dalian
2025-02-15,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-15,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-15,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-15,延安,暂无,,#C4A39F,101110300,yanan
2025-02-15,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-15,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-15,承德,暂无,,#C4A39F,101090402,chengde
2025-02-15,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-15,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-15,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-15,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-15,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-15,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-15,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-15,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-15,泊头,暂无,,#C4A39F,101090711,botou
2025-02-15,济南,暂无,,#C4A39F,101120101,jinan
2025-02-15,海口,暂无,,#C4A39F,101310101,haikou
2025-02-15,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-15,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-15,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-15,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-15,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-15,西宁,暂无,,#C4A39F,101150101,xining
2025-02-15,西安,暂无,,#C4A39F,101110101,xian
2025-02-15,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-15,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-15,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-15,重庆,暂无,,#C4A39F,101040100,chongqing
2025-02-15,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-15,长春,暂无,,#C4A39F,101060101,changchun
2025-02-15,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-16,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-16,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-16,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-16,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-16,保定,暂无,,#C4A39F,101090201,baoding
2025-02-16,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-16,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-16,包头,暂无,,#C4A39F,101080201,baotou
2025-02-16,北京,暂无,,#C4A39F,101010100,beijing
2025-02-16,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-16,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-16,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-16,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-16,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-16,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-16,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-16,大连,暂无,,#C4A39F,101070201,dalian
2025-02-16,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-16,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-16,广州,很低,不易引发过敏反应。,#81CB31,101280101,guangzhou
2025-02-16,延安,暂无,,#C4A39F,101110300,yanan
2025-02-16,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-16,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-16,承德,暂无,,#C4A39F,101090402,chengde
2025-02-16,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-16,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-16,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-16,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-16,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-16,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-16,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-16,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-16,泊头,暂无,,#C4A39F,101090711,botou
2025-02-16,济南,暂无,,#C4A39F,101120101,jinan
2025-02-16,海口,暂无,,#C4A39F,101310101,haikou
2025-02-16,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-16,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-16,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-16,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-16,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-16,西宁,暂无,,#C4A39F,101150101,xining
2025-02-16,西安,暂无,,#C4A39F,101110101,xian
2025-02-16,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-16,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-16,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-16,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-16,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-16,长春,暂无,,#C4A39F,101060101,changchun
2025-02-16,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-17,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-17,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-17,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-17,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-17,保定,暂无,,#C4A39F,101090201,baoding
2025-02-17,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-17,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-17,包头,暂无,,#C4A39F,101080201,baotou
2025-02-17,北京,暂无,,#C4A39F,101010100,beijing
2025-02-17,南充,暂无,,#C4A39F,101270501,nanchong
2025-02-17,南宁,暂无,,#C4A39F,101300101,nanning
2025-02-17,南昌,暂无,,#C4A39F,101240101,nanchang
2025-02-17,合肥,暂无,,#C4A39F,101220101,hefei
2025-02-17,呼和浩特,暂无,,#C4A39F,101080101,huhehaote
2025-02-17,咸阳,暂无,,#C4A39F,101110200,xianyang
2025-02-17,哈尔滨,暂无,,#C4A39F,101050101,haerbin
2025-02-17,大连,暂无,,#C4A39F,101070201,dalian
2025-02-17,天津,暂无,,#C4A39F,101030100,tianjin
2025-02-17,太原,暂无,,#C4A39F,101100101,taiyuan
2025-02-17,广州,较低,,#C4A39F,101280101,guangzhou
2025-02-17,延安,暂无,,#C4A39F,101110300,yanan
2025-02-17,成都,暂无,,#C4A39F,101270101,chengdu
2025-02-17,扬州,暂无,,#C4A39F,101190601,yangzhou
2025-02-17,承德,暂无,,#C4A39F,101090402,chengde
2025-02-17,拉萨,暂无,,#C4A39F,101140101,lasa
2025-02-17,无锡,暂无,,#C4A39F,101190201,wuxi
2025-02-17,昆明市,暂无,,#C4A39F,101290101,kunming
2025-02-17,杭州,很低,不易引发过敏反应。,#81CB31,101210101,hangzhou
2025-02-17,榆林,暂无,,#C4A39F,101110401,yulin
2025-02-17,武汉,暂无,,#C4A39F,101200101,wuhan
2025-02-17,沈阳,暂无,,#C4A39F,101070101,shenyang
2025-02-17,沧州,暂无,,#C4A39F,101090701,cangzhou
2025-02-17,泊头,暂无,,#C4A39F,101090711,botou
2025-02-17,济南,暂无,,#C4A39F,101120101,jinan
2025-02-17,海口,暂无,,#C4A39F,101310101,haikou
2025-02-17,淄博,暂无,,#C4A39F,101120301,zibo
2025-02-17,烟台,暂无,,#C4A39F,101120501,yantai
2025-02-17,石家庄,暂无,,#C4A39F,101090101,shijiazhuang
2025-02-17,福州,暂无,,#C4A39F,101230101,fuzhou
2025-02-17,聊城,暂无,,#C4A39F,101121701,liaocheng
2025-02-17,西宁,暂无,,#C4A39F,101150101,xining
2025-02-17,西安,暂无,,#C4A39F,101110101,xian
2025-02-17,贵阳,暂无,,#C4A39F,101260101,guiyang
2025-02-17,郑州,暂无,,#C4A39F,101180101,zhengzhou
2025-02-17,鄂尔多斯,暂无,,#C4A39F,101080701,eerduosi
2025-02-17,重庆,很低,不易引发过敏反应。,#81CB31,101040100,chongqing
2025-02-17,银川,暂无,,#C4A39F,101170101,yinchuan
2025-02-17,长春,暂无,,#C4A39F,101060101,changchun
2025-02-17,长沙,暂无,,#C4A39F,101250101,changsha
2025-02-18,上海,暂无,,#C4A39F,101020100,shanghai
2025-02-18,乌兰浩特,暂无,,#C4A39F,101081101,wulanhaote
2025-02-18,乌海市,暂无,,#C4A39F,101080301,wuhai
2025-02-18,乌鲁木齐,暂无,,#C4A39F,101130101,wulumuqi
2025-02-18,保定,暂无,,#C4A39F,101090201,baoding
2025-02-18,六盘水,暂无,,#C4A39F,101260803,liupanshui
2025-02-18,兰州,暂无,,#C4A39F,101160101,lanzhou
2025-02-18,包头,暂无,,#C4A39F,101080201,baotou
2025-02-18,北京,暂无,,#C4A39F,101010100,beijing
2025-02-18,南充,暂无,,#C4A39F,101270501,nanchong
