city,cityCode,city_id,addTime,week,level,levelCode,color,elenum,levelMsg,eletype
上海,shanghai,101020100,2023-05-06,星期六,很高,5,#FF2319,15,极易引发过敏，减少外出，持续规范用药。,花粉
上海,shanghai,101020100,2023-05-07,星期日,很高,5,#FF2319,32,极易引发过敏，减少外出，持续规范用药。,花粉
上海,shanghai,101020100,2023-05-08,星期一,较高,4,#FFAF13,15,易引发过敏，加强防护，规范用药。,花粉
上海,shanghai,101020100,2023-05-09,星期二,较高,4,#FFAF13,96,易引发过敏，加强防护，规范用药。,花粉
上海,shanghai,101020100,2023-05-10,星期三,较高,4,#FFAF13,18,易引发过敏，加强防护，规范用药。,花粉
上海,shanghai,101020100,2023-05-11,星期四,偏高,3,#F5EE32,35,易引发过敏，加强防护，对症用药。,花粉
上海,shanghai,101020100,2023-05-12,星期五,偏高,3,#F5EE32,20,易引发过敏，加强防护，对症用药。,花粉
上海,shanghai,101020100,2023-05-13,星期六,很低,1,#81CB31,77,不易引发过敏反应。,花粉
上海,shanghai,101020100,2023-05-14,星期日,很低,1,#81CB31,35,不易引发过敏反应。,花粉
上海,shanghai,101020100,2023-05-15,星期一,很低,1,#81CB31,88,不易引发过敏反应。,花粉
广州,guangzhou,101280101,2023-04-16,星期日,未检测,0,#999999,74,无花粉,花粉
广州,guangzhou,101280101,2023-04-17,星期一,未检测,0,#999999,29,无花粉,花粉
广州,guangzhou,101280101,2023-04-18,星期二,很低,1,#81CB31,31,不易引发过敏反应。,花粉
广州,guangzhou,101280101,2023-04-19,星期三,很低,1,#81CB31,97,不易引发过敏反应。,花粉
广州,guangzhou,101280101,2023-04-20,星期四,较低,2,#A1FF3D,77,对极敏感人群可能引发过敏反应。,花粉
广州,guangzhou,101280101,2023-04-21,星期五,较低,2,#A1FF3D,30,对极敏感人群可能引发过敏反应。,花粉
广州,guangzhou,101280101,2023-04-22,星期六,较低,2,#A1FF3D,14,对极敏感人群可能引发过敏反应。,花粉
广州,guangzhou,101280101,2023-04-23,星期日,较高,4,#FFAF13,26,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-04-24,星期一,偏高,3,#F5EE32,20,易引发过敏，加强防护，对症用药。,花粉
广州,guangzhou,101280101,2023-04-25,星期二,较高,4,#FFAF13,81,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-04-26,星期三,较高,4,#FFAF13,53,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-04-27,星期四,较高,4,#FFAF13,87,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-04-28,星期五,较高,4,#FFAF13,9,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-04-29,星期六,较高,4,#FFAF13,55,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-04-30,星期日,较高,4,#FFAF13,36,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-05-01,星期一,很高,5,#FF2319,3,极易引发过敏，减少外出，持续规范用药。,花粉
广州,guangzhou,101280101,2023-05-02,星期二,很高,5,#FF2319,38,极易引发过敏，减少外出，持续规范用药。,花粉
广州,guangzhou,101280101,2023-05-03,星期三,较高,4,#FFAF13,42,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-05-04,星期四,很高,5,#FF2319,26,极易引发过敏，减少外出，持续规范用药。,花粉
广州,guangzhou,101280101,2023-05-05,星期五,很高,5,#FF2319,25,极易引发过敏，减少外出，持续规范用药。,花粉
广州,guangzhou,101280101,2023-05-06,星期六,很高,5,#FF2319,55,极易引发过敏，减少外出，持续规范用药。,花粉
广州,guangzhou,101280101,2023-05-07,星期日,很高,5,#FF2319,7,极易引发过敏，减少外出，持续规范用药。,花粉
广州,guangzhou,101280101,2023-05-08,星期一,较高,4,#FFAF13,91,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-05-09,星期二,较高,4,#FFAF13,30,易引发过敏，加强防护，规范用药。,花粉
广州,guangzhou,101280101,2023-05-10,星期三,偏高,3,#F5EE32,16,易引发过敏，加强防护，对症用药。,花粉
广州,guangzhou,101280101,2023-05-11,星期四,偏高,3,#F5EE32,69,易引发过敏，加强防护，对症用药。,花粉
广州,guangzhou,101280101,2023-05-12,星期五,较低,2,#A1FF3D,11,对极敏感人群可能引发过敏反应。,花粉
广州,guangzhou,101280101,2023-05-13,星期六,较低,2,#A1FF3D,57,对极敏感人群可能引发过敏反应。,花粉
广州,guangzhou,101280101,2023-05-14,星期日,较低,2,#A1FF3D,1,对极敏感人群可能引发过敏反应。,花粉
广州,guangzhou,101280101,2023-05-15,星期一,很低,1,#81CB31,95,不易引发过敏反应。,花粉
成都,chengdu,101270101,2023-04-16,星期日,未检测,0,#999999,71,无花粉,花粉
成都,chengdu,101270101,2023-04-17,星期一,未检测,0,#999999,85,无花粉,花粉
成都,chengdu,101270101,2023-04-18,星期二,很低,1,#81CB31,89,不易引发过敏反应。,花粉
成都,chengdu,101270101,2023-04-19,星期三,很低,1,#81CB31,36,不易引发过敏反应。,花粉
成都,chengdu,101270101,2023-04-20,星期四,较低,2,#A1FF3D,71,对极敏感人群可能引发过敏反应。,花粉
成都,chengdu,101270101,2023-04-21,星期五,较低,2,#A1FF3D,47,对极敏感人群可能引发过敏反应。,花粉
成都,chengdu,101270101,2023-04-22,星期六,偏高,3,#F5EE32,73,易引发过敏，加强防护，对症用药。,花粉
成都,chengdu,101270101,2023-04-23,星期日,偏高,3,#F5EE32,25,易引发过敏，加强防护，对症用药。,花粉
成都,chengdu,101270101,2023-04-24,星期一,较高,4,#FFAF13,94,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-04-25,星期二,较高,4,#FFAF13,93,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-04-26,星期三,较高,4,#FFAF13,97,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-04-27,星期四,较高,4,#FFAF13,2,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-04-28,星期五,很高,5,#FF2319,69,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-04-29,星期六,较高,4,#FFAF13,8,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-04-30,星期日,很高,5,#FF2319,66,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-01,星期一,很高,5,#FF2319,66,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-02,星期二,很高,5,#FF2319,55,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-03,星期三,很高,5,#FF2319,22,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-04,星期四,很高,5,#FF2319,19,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-05,星期五,很高,5,#FF2319,89,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-06,星期六,很高,5,#FF2319,25,极易引发过敏，减少外出，持续规范用药。,花粉
成都,chengdu,101270101,2023-05-07,星期日,较高,4,#FFAF13,10,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-05-08,星期一,较高,4,#FFAF13,54,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-05-09,星期二,较高,4,#FFAF13,43,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-05-10,星期三,较高,4,#FFAF13,54,易引发过敏，加强防护，规范用药。,花粉
成都,chengdu,101270101,2023-05-11,星期四,偏高,3,#F5EE32,1,易引发过敏，加强防护，对症用药。,花粉
成都,chengdu,101270101,2023-05-12,星期五,较低,2,#A1FF3D,47,对极敏感人群可能引发过敏反应。,花粉
成都,chengdu,101270101,2023-05-13,星期六,较低,2,#A1FF3D,71,对极敏感人群可能引发过敏反应。,花粉
成都,chengdu,101270101,2023-05-14,星期日,较低,2,#A1FF3D,58,对极敏感人群可能引发过敏反应。,花粉
成都,chengdu,101270101,2023-05-15,星期一,很低,1,#81CB31,67,不易引发过敏反应。,花粉
西安,xian,101110101,2023-04-16,星期日,未检测,0,#999999,33,无花粉,花粉
西安,xian,101110101,2023-04-17,星期一,未检测,0,#999999,17,无花粉,花粉
西安,xian,101110101,2023-04-18,星期二,很低,1,#81CB31,24,不易引发过敏反应。,花粉
西安,xian,101110101,2023-04-19,星期三,较低,2,#A1FF3D,97,对极敏感人群可能引发过敏反应。,花粉
西安,xian,101110101,2023-04-20,星期四,较低,2,#A1FF3D,72,对极敏感人群可能引发过敏反应。,花粉
西安,xian,101110101,2023-04-21,星期五,较低,2,#A1FF3D,75,对极敏感人群可能引发过敏反应。,花粉
西安,xian,101110101,2023-04-22,星期六,偏高,3,#F5EE32,75,易引发过敏，加强防护，对症用药。,花粉
西安,xian,101110101,2023-04-23,星期日,较高,4,#FFAF13,19,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-04-24,星期一,较高,4,#FFAF13,27,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-04-25,星期二,较高,4,#FFAF13,88,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-04-26,星期三,较高,4,#FFAF13,75,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-04-27,星期四,较高,4,#FFAF13,80,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-04-28,星期五,较高,4,#FFAF13,67,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-04-29,星期六,很高,5,#FF2319,21,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-04-30,星期日,较高,4,#FFAF13,49,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-05-01,星期一,很高,5,#FF2319,20,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-02,星期二,很高,5,#FF2319,61,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-03,星期三,很高,5,#FF2319,88,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-04,星期四,很高,5,#FF2319,67,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-05,星期五,很高,5,#FF2319,67,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-06,星期六,很高,5,#FF2319,12,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-07,星期日,很高,5,#FF2319,84,极易引发过敏，减少外出，持续规范用药。,花粉
西安,xian,101110101,2023-05-08,星期一,较高,4,#FFAF13,98,易引发过敏，加强防护，规范用药。,花粉
西安,xian,101110101,2023-05-09,星期二,偏高,3,#F5EE32,38,易引发过敏，加强防护，对症用药。,花粉
西安,xian,101110101,2023-05-10,星期三,偏高,3,#F5EE32,72,易引发过敏，加强防护，对症用药。,花粉
西安,xian,101110101,2023-05-11,星期四,偏高,3,#F5EE32,32,易引发过敏，加强防护，对症用药。,花粉
西安,xian,101110101,2023-05-12,星期五,较低,2,#A1FF3D,48,对极敏感人群可能引发过敏反应。,花粉
西安,xian,101110101,2023-05-13,星期六,较低,2,#A1FF3D,5,对极敏感人群可能引发过敏反应。,花粉
西安,xian,101110101,2023-05-14,星期日,很低,1,#81CB31,19,不易引发过敏反应。,花粉
西安,xian,101110101,2023-05-15,星期一,很低,1,#81CB31,47,不易引发过敏反应。,花粉
