city,city_id,cityCode,addTime,week,level,levelCode,color,elenum,levelMsg,eletype,uploadUserName,createDate
北京,101010100,beijing,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
北京,101010100,beijing,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
银川,101170101,yinchuan,2025-03-23,星期日,中,3,#F5EE32,,易引发过敏，加强防护，对症用药。,花粉,,
银川,101170101,yinchuan,2025-03-22,星期六,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,银川,2025-03-21T16:58:12
银川,101170101,yinchuan,2025-03-21,星期五,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,银川,2025-03-21T16:58:12
银川,101170101,yinchuan,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-20T23:30:00
银川,101170101,yinchuan,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-19T20:47:40
银川,101170101,yinchuan,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-18T23:30:00
银川,101170101,yinchuan,2025-03-17,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-17T23:30:00
银川,101170101,yinchuan,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-16T23:10:38
银川,101170101,yinchuan,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-15T17:44:25
银川,101170101,yinchuan,2025-03-14,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-14T17:24:57
银川,101170101,yinchuan,2025-03-13,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-13T22:52:03
银川,101170101,yinchuan,2025-03-12,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-12T23:30:00
银川,101170101,yinchuan,2025-03-11,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-11T22:33:31
银川,101170101,yinchuan,2025-03-10,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,银川,2025-03-10T22:11:34
银川,101170101,yinchuan,2025-03-09,星期日,未检测到花粉,0,#999999,1.0,,花粉,银川,2025-03-09T18:24:22
银川,101170101,yinchuan,2025-03-08,星期六,未检测到花粉,0,#999999,1.0,,花粉,银川,2025-03-08T19:40:44
银川,101170101,yinchuan,2025-03-07,星期五,未检测到花粉,0,#999999,1.0,,花粉,银川,2025-03-07T21:18:35
银川,101170101,yinchuan,2025-03-06,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-06T23:30:00
银川,101170101,yinchuan,2025-03-05,星期三,未检测到花粉,0,#999999,1.0,,花粉,银川,2025-03-05T22:45:49
银川,101170101,yinchuan,2025-03-04,星期二,未检测到花粉,0,#999999,1.0,,花粉,银川,2025-03-04T17:51:49
银川,101170101,yinchuan,2025-03-03,星期一,未检测到花粉,0,#999999,1.0,,花粉,银川,2025-03-03T21:34:55
银川,101170101,yinchuan,2025-03-02,星期日,未检测到花粉,0,#999999,1.0,,花粉,,2025-03-03T06:30:00
银川,101170101,yinchuan,2025-03-01,星期六,暂无,-1,#C4A39F,1.0,,花粉,银川,2025-03-01T17:32:17
银川,101170101,yinchuan,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
银川,101170101,yinchuan,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
银川,101170101,yinchuan,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
银川,101170101,yinchuan,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
银川,101170101,yinchuan,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
银川,101170101,yinchuan,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
银川,101170101,yinchuan,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
银川,101170101,yinchuan,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
银川,101170101,yinchuan,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
兰州,101160101,lanzhou,2025-03-23,星期日,低,2,#A1FF3D,,易引发轻度过敏，适当防护对症用药。,花粉,,
兰州,101160101,lanzhou,2025-03-22,星期六,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,兰州,2025-03-21T20:58:47
兰州,101160101,lanzhou,2025-03-21,星期五,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,兰州,2025-03-21T20:58:47
兰州,101160101,lanzhou,2025-03-20,星期四,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,兰州,2025-03-20T20:21:48
兰州,101160101,lanzhou,2025-03-19,星期三,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,兰州,2025-03-19T21:23:13
兰州,101160101,lanzhou,2025-03-18,星期二,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,兰州,2025-03-18T22:12:32
兰州,101160101,lanzhou,2025-03-17,星期一,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,兰州,2025-03-17T20:29:34
兰州,101160101,lanzhou,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-16T22:44:02
兰州,101160101,lanzhou,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-15T21:00:39
兰州,101160101,lanzhou,2025-03-14,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-14T23:30:00
兰州,101160101,lanzhou,2025-03-13,星期四,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,兰州,2025-03-13T20:41:56
兰州,101160101,lanzhou,2025-03-12,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-12T21:02:20
兰州,101160101,lanzhou,2025-03-11,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-11T22:57:20
兰州,101160101,lanzhou,2025-03-10,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-10T21:54:43
兰州,101160101,lanzhou,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-09T22:11:12
兰州,101160101,lanzhou,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-08T23:06:24
兰州,101160101,lanzhou,2025-03-07,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-07T22:41:17
兰州,101160101,lanzhou,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-06T23:30:00
兰州,101160101,lanzhou,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-05T21:36:38
兰州,101160101,lanzhou,2025-03-04,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-04T22:26:54
兰州,101160101,lanzhou,2025-03-03,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,兰州,2025-03-03T20:47:14
兰州,101160101,lanzhou,2025-03-02,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-03T06:30:00
兰州,101160101,lanzhou,2025-03-01,星期六,暂无,-1,#C4A39F,1.0,,花粉,兰州,2025-03-01T21:51:53
兰州,101160101,lanzhou,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
兰州,101160101,lanzhou,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
兰州,101160101,lanzhou,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
兰州,101160101,lanzhou,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
兰州,101160101,lanzhou,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
兰州,101160101,lanzhou,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
兰州,101160101,lanzhou,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
兰州,101160101,lanzhou,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
兰州,101160101,lanzhou,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
长春,101060101,changchun,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
长春,101060101,changchun,2025-03-22,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-21T19:45:17
长春,101060101,changchun,2025-03-21,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-21T19:45:17
长春,101060101,changchun,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-20T19:12:04
长春,101060101,changchun,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-19T21:46:53
长春,101060101,changchun,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-18T23:30:00
长春,101060101,changchun,2025-03-17,星期一,未检测到花粉,0,#999999,1.0,,花粉,长春,2025-03-17T17:38:10
长春,101060101,changchun,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-16T17:46:04
长春,101060101,changchun,2025-03-15,星期六,未检测到花粉,0,#999999,1.0,,花粉,长春,2025-03-15T18:45:59
长春,101060101,changchun,2025-03-14,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-14T23:30:00
长春,101060101,changchun,2025-03-13,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-13T23:30:00
长春,101060101,changchun,2025-03-12,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-12T18:30:24
长春,101060101,changchun,2025-03-11,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-11T23:30:00
长春,101060101,changchun,2025-03-10,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-10T23:30:00
长春,101060101,changchun,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-09T18:59:13
长春,101060101,changchun,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-08T23:30:00
长春,101060101,changchun,2025-03-07,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-07T23:30:00
长春,101060101,changchun,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-06T23:30:00
长春,101060101,changchun,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-06T07:10:57
长春,101060101,changchun,2025-03-04,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-05T05:30:00
长春,101060101,changchun,2025-03-04,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-05T00:27:22
长春,101060101,changchun,2025-03-03,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-03T21:10:04
长春,101060101,changchun,2025-03-02,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-02T22:11:38
长春,101060101,changchun,2025-03-01,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,长春,2025-03-01T20:34:51
长春,101060101,changchun,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
长春,101060101,changchun,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
长春,101060101,changchun,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
长春,101060101,changchun,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
长春,101060101,changchun,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
长春,101060101,changchun,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
长春,101060101,changchun,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
长春,101060101,changchun,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
长春,101060101,changchun,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
西安,101110101,xian,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
西安,101110101,xian,2025-03-22,星期六,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,西安,2025-03-21T17:22:42
西安,101110101,xian,2025-03-21,星期五,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,西安,2025-03-21T17:22:42
西安,101110101,xian,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-20T16:04:02
西安,101110101,xian,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-19T16:39:59
西安,101110101,xian,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-18T17:48:13
西安,101110101,xian,2025-03-17,星期一,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,西安,2025-03-17T16:09:23
西安,101110101,xian,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-16T16:10:50
西安,101110101,xian,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-15T22:12:06
西安,101110101,xian,2025-03-14,星期五,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,西安,2025-03-14T16:17:09
西安,101110101,xian,2025-03-13,星期四,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,西安,2025-03-13T16:24:41
西安,101110101,xian,2025-03-12,星期三,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,西安,2025-03-12T16:43:41
西安,101110101,xian,2025-03-11,星期二,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,西安,2025-03-11T18:34:38
西安,101110101,xian,2025-03-10,星期一,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,西安,2025-03-10T17:23:01
西安,101110101,xian,2025-03-09,星期日,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,西安,2025-03-09T16:11:16
西安,101110101,xian,2025-03-08,星期六,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,西安,2025-03-08T19:57:38
西安,101110101,xian,2025-03-07,星期五,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,西安,2025-03-07T17:34:34
西安,101110101,xian,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-06T17:05:44
西安,101110101,xian,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-03-05T23:30:52
西安,101110101,xian,2025-03-04,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-03-04T19:44:06
西安,101110101,xian,2025-03-03,星期一,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,,2025-03-04T05:30:00
西安,101110101,xian,2025-03-02,星期日,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,,2025-03-03T06:30:00
西安,101110101,xian,2025-03-01,星期六,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,西安,2025-03-01T16:51:10
西安,101110101,xian,2025-02-28,星期五,高,4,#FFAF13,1.0,易引发过敏，加强防护，规范用药。,花粉,西安,2025-02-28T22:01:42
西安,101110101,xian,2025-02-27,星期四,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,西安,2025-02-27T18:43:04
西安,101110101,xian,2025-02-26,星期三,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,,2025-02-27T06:30:00
西安,101110101,xian,2025-02-25,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-02-26T06:30:00
西安,101110101,xian,2025-02-24,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-02-24T23:00:00
西安,101110101,xian,2025-02-23,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-02-23T23:00:00
西安,101110101,xian,2025-02-22,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,,2025-02-22T23:00:00
西安,101110101,xian,2025-02-21,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-02-21T16:40:30
西安,101110101,xian,2025-02-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,西安,2025-02-20T16:23:17
太原,101100101,taiyuan,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
太原,101100101,taiyuan,2025-03-22,星期六,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,太原,2025-03-21T21:23:47
太原,101100101,taiyuan,2025-03-21,星期五,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,太原,2025-03-21T21:23:47
太原,101100101,taiyuan,2025-03-20,星期四,很高,5,#FF2319,1.0,极易引发过敏，减少外出，持续规范用药。,花粉,太原,2025-03-20T19:32:06
太原,101100101,taiyuan,2025-03-19,星期三,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,太原,2025-03-19T19:39:38
太原,101100101,taiyuan,2025-03-18,星期二,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,太原,2025-03-18T18:50:41
太原,101100101,taiyuan,2025-03-17,星期一,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,太原,2025-03-17T20:03:29
太原,101100101,taiyuan,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-16T19:33:36
太原,101100101,taiyuan,2025-03-15,星期六,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,太原,2025-03-15T18:37:02
太原,101100101,taiyuan,2025-03-14,星期五,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,太原,2025-03-14T18:14:13
太原,101100101,taiyuan,2025-03-13,星期四,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,太原,2025-03-13T19:46:25
太原,101100101,taiyuan,2025-03-12,星期三,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,太原,2025-03-12T19:15:18
太原,101100101,taiyuan,2025-03-11,星期二,低,2,#A1FF3D,1.0,易引发轻度过敏，适当防护对症用药。,花粉,太原,2025-03-11T18:17:50
太原,101100101,taiyuan,2025-03-10,星期一,中,3,#F5EE32,1.0,易引发过敏，加强防护，对症用药。,花粉,太原,2025-03-10T21:58:15
太原,101100101,taiyuan,2025-03-09,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-09T20:15:36
太原,101100101,taiyuan,2025-03-08,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-08T21:45:49
太原,101100101,taiyuan,2025-03-07,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-07T17:50:52
太原,101100101,taiyuan,2025-03-06,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-06T21:56:11
太原,101100101,taiyuan,2025-03-05,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-05T20:34:40
太原,101100101,taiyuan,2025-03-04,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-04T20:42:31
太原,101100101,taiyuan,2025-03-03,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-03T20:22:13
太原,101100101,taiyuan,2025-03-02,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-02T20:23:58
太原,101100101,taiyuan,2025-03-01,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,太原,2025-03-01T18:50:56
太原,101100101,taiyuan,2025-02-28,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-03-01T06:30:00
太原,101100101,taiyuan,2025-02-27,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-28T06:30:00
太原,101100101,taiyuan,2025-02-26,星期三,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-27T06:30:00
太原,101100101,taiyuan,2025-02-25,星期二,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-26T06:30:00
太原,101100101,taiyuan,2025-02-24,星期一,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-24T23:00:00
太原,101100101,taiyuan,2025-02-23,星期日,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-23T23:00:00
太原,101100101,taiyuan,2025-02-22,星期六,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-22T23:00:00
太原,101100101,taiyuan,2025-02-21,星期五,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-21T23:00:00
太原,101100101,taiyuan,2025-02-20,星期四,暂无,-1,#C4A39F,1.0,,花粉,,2025-02-20T23:00:00
沈阳,101070101,shenyang,2025-03-23,星期日,很低,1,#81CB31,,不易引发过敏反应。,花粉,,
沈阳,101070101,shenyang,2025-03-22,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-21T22:10:39
沈阳,101070101,shenyang,2025-03-21,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-21T22:10:39
沈阳,101070101,shenyang,2025-03-20,星期四,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-20T22:10:54
沈阳,101070101,shenyang,2025-03-19,星期三,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-19T17:28:02
沈阳,101070101,shenyang,2025-03-18,星期二,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-18T17:42:16
沈阳,101070101,shenyang,2025-03-17,星期一,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-17T19:50:14
沈阳,101070101,shenyang,2025-03-16,星期日,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-16T17:43:49
沈阳,101070101,shenyang,2025-03-15,星期六,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-15T18:27:24
沈阳,101070101,shenyang,2025-03-14,星期五,很低,1,#81CB31,1.0,不易引发过敏反应。,花粉,沈阳,2025-03-14T17:03:49
